gchr	fend	sstart	tag	fgeneid	sgeneid	len1	len2	id	distance	cdis
chr15	370844	371684	Divergent	YOR020C	YOR020W-A	321	273	p5144	840	>500
chr15	371957	372797	Convergent	YOR020W-A	YOR021C	273	642	p5145	840	>500
chr12	665002	665843	Divergent	YLR259C	YLR260W	1719	2064	p3894	841	>500
chr7	973734	974576	Codirectional-	YGR240C	YGR240C-A	2964	201	p2330	842	>500
chr9	301257	302099	Divergent	YIL029C	YIL028W	429	399	p2817	842	>500
chr2	265881	266724	Codirectional-	YBR013C	YBR014C	390	612	p226	843	>500
chr7	554967	555811	Divergent	YGR033C	YGR034W	720	861	p2125	844	>500
chr4	488662	489507	Divergent	YDR022C	YDR023W	591	1389	p933	845	>500
chr3	56527	57373	Codirectional-	YCL038C	YCL037C	1587	1305	p544	846	>500
chr4	699468	700314	Divergent	YDR123C	YDR124W	915	975	p1034	846	>500
chr10	337037	337883	Convergent	YJL053W	YJL052C-A	1140	120	p3052	846	>500
chr15	616671	617517	Codirectional-	YOR151C	YOR152C	3675	771	p5268	846	>500
chr15	343081	343928	Divergent	YOR008C-A	YOR008W-B	225	102	p5131	847	>500
chr5	568759	569607	Convergent	YER188W	YER188C-A	720	300	p1718	848	>500
chr7	561350	562198	Convergent	YGR038W	YGR038C-B	669	5269	p2131	848	>500
chr8	85060	85908	Divergent	YHL009C	YHL009W-A	993	1242	p2425	848	>500
chr4	1333969	1334820	Divergent	YDR435C	YDR436W	987	2133	p1339	851	>500
chr16	524958	525809	Convergent	YPL016W	YPL015C	3945	1074	p5762	851	>500
chr12	1001703	1002556	Divergent	YLR431C	YLR432W	1362	1572	p4056	853	>500
chr15	298838	299692	Codirectional+	YOL015W	YOL014W	1761	375	p5106	854	>500
chr7	440425	441280	Convergent	YGL029W	YGL028C	363	1629	p2065	855	>500
chr7	595837	596692	Divergent	YGR053C	YGR054W	852	1929	p2147	855	>500
chr13	321017	321874	Divergent	YMR023C	YMR024W	1581	1173	p4244	857	>500
chr2	628309	629167	Codirectional+	YBR202W	YBR203W	2538	2775	p419	858	>500
chr13	349522	350380	Divergent	YMR039C	YMR040W	879	483	p4261	858	>500
chr16	98625	99483	Divergent	YPL240C	YPL239W	2130	603	p5545	858	>500
chr4	93745	94604	Divergent	YDL205C	YDL204W	984	1182	p722	859	>500
chr14	321359	322218	Codirectional-	YNL167C	YNL166C	1944	1347	p4712	859	>500
chr13	851769	852629	Codirectional+	YMR290W-A	YMR291W	348	1761	p4519	860	>500
chr11	46295	47156	Divergent	YKL209C	YKL208W	3873	816	p3265	861	>500
chr7	558868	559730	Codirectional-	YGR036C	YGR037C	720	264	p2129	862	>500
chr3	205397	206260	Codirectional-	YCR042C	YCR043C	4224	384	p621	863	>500
chr4	365874	366738	Codirectional-	YDL049C	YDL048C	807	1473	p870	864	>500
chr7	150171	151036	Codirectional-	YGL187C	YGL186C	468	1740	p1922	865	>500
chr16	277529	278394	Codirectional-	YPL146C	YPL145C	1368	1305	p5637	865	>500
chr8	121683	122549	Codirectional-	YHR007C	YHR007C-A	1593	216	p2442	866	>500
chr12	412414	413280	Codirectional+	YLR134W	YLR135W	1692	2247	p3763	866	>500
chr16	404083	404949	Divergent	YPL082C	YPL081W	5604	1095	p5699	866	>500
chr2	191583	192450	Divergent	YBL017C	YBL016W	4740	1062	p195	867	>500
chr15	550246	551113	Divergent	YOR119C	YOR120W	1455	939	p5239	867	>500
chr3	306932	307800	Codirectional+	YCR102W-A	YCR104W	198	375	p674	868	>500
chr4	7814	8682	Convergent	YDL247W	YDL246C	1830	1074	p681	868	>500
chr4	158735	159603	Divergent	YDL169C	YDL168W	672	1161	p756	868	>500
chr5	110552	111420	Divergent	YEL023C	YEL022W	2049	4380	p1494	868	>500
chr6	210068	210936	Divergent	YFR028C	YFR029W	1656	2037	p1817	868	>500
chr11	352624	353492	Divergent	YKL046C	YKL045W	1350	1587	p3421	868	>500
chr14	337609	338477	Convergent	YNL160W	YNL159C	1065	870	p4720	868	>500
chr15	79479	80347	Divergent	YOL128C	YOL127W	1128	843	p4993	868	>500
chr5	468816	469685	Convergent	YER150W	YER151C	447	2739	p1679	869	>500
chr12	393894	394764	Convergent	YLR125W	YLR126C	411	756	p3754	870	>500
chr5	97796	98667	Divergent	YEL029C	YEL028W	939	462	p1488	871	>500
chr8	150345	151216	Codirectional-	YHR022C	YHR022C-A	771	90	p2458	871	>500
chr16	372921	373792	Codirectional+	YPL093W	YPL092W	1944	1377	p5688	871	>500
chr3	136873	137745	Divergent	YCR011C	YCR012W	3150	1251	p588	872	>500
chr13	195755	196627	Divergent	YML041C	YML040W	843	1323	p4180	872	>500
chr16	718684	719557	Convergent	YPR092W	YPR093C	306	867	p5862	873	>500
chr10	265051	265925	Divergent	YJL090C	YJL089W	2295	2490	p3018	874	>500
chr15	1045351	1046225	Codirectional+	YOR376W-A	YOR377W	156	1578	p5483	874	>500
chr1	165866	166741	Codirectional-	YAR010C	YAR014C	1323	2130	p77	875	>500
chr5	540814	541689	Codirectional+	YER175W-A	YER176W	165	3366	p1704	875	>500
chr10	435926	436801	Codirectional+	YJL001W	YJR001W	764	1809	p3098	875	>500
chr16	328730	329605	Divergent	YPL117C	YPL116W	867	2094	p5665	875	>500
chr1	45022	45898	Divergent	YAL054C	YAL053W	2142	2352	p19	876	>500
chr5	424311	425187	Convergent	YER131W	YER132C	360	5262	p1659	876	>500
chr16	485686	486563	Convergent	YPL036W	YPL035C	2844	348	p5744	877	>500
chr1	226863	227741	Codirectional+	YAR071W	YAR073W	1404	1212	p100	878	>500
chr2	121874	122752	Codirectional-	YBL052C	YBL051C	2496	2007	p158	878	>500
chr4	569770	570648	Divergent	YDR059C	YDR060W	537	3078	p971	878	>500
chr12	604879	605757	Convergent	YLR230W	YLR231C	306	1362	p3868	878	>500
chr2	137461	138340	Convergent	YBL043W	YBL042C	774	1920	p167	879	>500
chr7	753844	754725	Divergent	YGR130C	YGR131W	2451	525	p2222	881	>500
chr13	343520	344402	Codirectional-	YMR036C	YMR037C	1665	2115	p4258	882	>500
chr15	796793	797675	Divergent	YOR246C	YOR247W	993	633	p5358	882	>500
chr2	375690	376573	Codirectional-	YBR068C	YBR069C	1830	1860	p281	883	>500
chr15	544145	545028	Divergent	YOR116C	YOR117W	4383	1305	p5236	883	>500
chr15	324364	325248	Divergent	YOL002C	YOL001W	954	882	p5121	884	>500
chr4	1095178	1096063	Codirectional+	YDR316W	YDR316W-A	1416	1323	p1222	885	>500
chr10	413399	414284	Codirectional-	YJL012C	YJL011C	2166	486	p3088	885	>500
chr13	586388	587273	Codirectional-	YMR163C	YMR164C	2118	2277	p4385	885	>500
chr15	638235	639120	Convergent	YOR161W-B	YOR161C-C	261	147	p5279	885	>500
chr4	215642	216528	Codirectional+	YDL138W	YDL137W	2292	546	p785	886	>500
chr5	363702	364588	Codirectional+	YER102W	YER103W	603	1929	p1631	886	>500
chr11	219437	220323	Codirectional+	YKL118W	YKL117W	312	651	p3348	886	>500
chr10	122948	123835	Codirectional-	YJL158C	YJL157C	684	2493	p2952	887	>500
chr10	375774	376661	Divergent	YJL038C	YJL037W	660	675	p3068	887	>500
chr4	750742	751630	Divergent	YDR146C	YDR147W	2130	1605	p1055	888	>500
chr11	466071	466960	Codirectional-	YKR014C	YKR015C	705	1707	p3480	889	>500
chr14	281505	282394	Codirectional+	YNL191W	YNL190W	1074	615	p4693	889	>500
chr10	639051	639941	Codirectional+	YJR114W	YJR115W	393	510	p3201	890	>500
chr10	737117	738007	Convergent	YJR159W	YJR160C	1074	1809	p3246	890	>500
chr16	860415	861305	Divergent	YPR159C-A	YPR160W	102	2709	p5928	890	>500
chr3	236322	237213	Divergent	YCR067C	YCR068W	3198	1563	p639	891	>500
chr10	79262	80154	Divergent	YJL187C	YJL186W	2460	1761	p2926	892	>500
chr4	1500553	1501446	Codirectional-	YDR532C	YDR533C	1158	714	p1429	893	>500
chr8	553502	554395	Codirectional+	YHR215W	YHR216W	1404	1572	p2673	893	>500
chr3	308175	309069	Codirectional+	YCR104W	YCR105W	375	1086	p675	894	>500
chr8	511837	512731	Codirectional+	YHR205W	YHR206W	2475	1869	p2656	894	>500
chr5	491958	492855	Codirectional-	YER159C	YER160C	429	5269	p1687	897	>500
chr12	633354	634251	Divergent	YLR247C	YLR248W	4671	1833	p3882	897	>500
chr13	653136	654033	Divergent	YMR194C-A	YMR195W	225	384	p4420	897	>500
chr4	247682	248580	Codirectional+	YDL118W	YDL117W	381	2658	p806	898	>500
chr4	1273703	1274601	Divergent	YDR402C	YDR403W	1470	1611	p1311	898	>500
chr16	296654	297552	Codirectional+	YPL136W	YPL135W	369	498	p5645	898	>500
chr5	467470	468369	Divergent	YER149C	YER150W	1263	447	p1678	899	>500
chr10	617334	618233	Divergent	YJR100C	YJR101W	984	801	p3187	899	>500
chr15	680544	681443	Convergent	YOR184W	YOR185C	1188	663	p5301	899	>500
chr12	553677	554577	Divergent	YLR205C	YLR206W	954	1842	p3844	900	>500
chr4	1251634	1252536	Codirectional+	YDR388W	YDR389W	1449	1965	p1299	902	>500
chr7	276714	277616	Divergent	YGL124C	YGL123W	1935	765	p1978	902	>500
chr12	498044	498946	Divergent	YLR166C	YLR167W	2616	459	p3809	902	>500
chr13	683564	684466	Divergent	YMR207C	YMR208W	6372	1332	p4433	902	>500
chr5	290799	291702	Convergent	YER066W	YER066C-A	558	501	p1591	903	>500
chr7	735758	736661	Codirectional-	YGR122C-A	YGR123C	129	1542	p2214	903	>500
chr6	5521	6425	Codirectional+	YFL063W	YFL062W	456	1140	p1725	904	>500
chr10	236356	237262	Divergent	YJL101C	YJL100W	2037	1824	p3007	906	>500
chr5	490578	491486	Divergent	YER158C	YER158W-A	1722	216	p1686	908	>500
chr8	379199	380107	Codirectional-	YHR139C	YHR139C-A	981	312	p2585	908	>500
chr2	740388	741298	Divergent	YBR266C	YBR268W	453	318	p482	910	>500
chr14	7419	8329	Codirectional+	YNL337W	YNL336W	255	1146	p4559	910	>500
chr10	743999	744910	Codirectional-	YJR161C	YJR162C	1152	351	p3248	911	>500
chr16	626967	627879	Divergent	YPR029C	YPR030W	2499	3366	p5809	912	>500
chr15	82920	83833	Divergent	YOL126C	YOL125W	1134	1431	p4995	913	>500
chr10	608858	609772	Codirectional+	YJR094W-A	YJR095W	554	969	p3181	914	>500
chr7	1080668	1081583	Convergent	YGR294W	YGR295C	363	1146	p2379	915	>500
chr15	860258	861174	Divergent	YOR290C	YOR291W	5112	4419	p5398	916	>500
chr4	56346	57264	Codirectional-	YDL224C	YDL223C	1950	3141	p704	918	>500
chr10	729596	730514	Divergent	YJR156C	YJR157W	1023	363	p3243	918	>500
chr2	809419	810339	Convergent	YBR301W	YBR302C	363	1140	p516	920	>500
chr16	804080	805000	Convergent	YPR137W	YPR137C-B	1722	5269	p5904	920	>500
chr5	166885	167807	Codirectional-	YER007C-A	YER008C	649	4011	p1526	922	>500
chr15	281498	282420	Codirectional-	YOL022C	YOL021C	1227	3006	p5098	922	>500
chr15	1065915	1066838	Codirectional+	YOR385W	YOR386W	873	1698	p5492	923	>500
chr8	406178	407102	Codirectional+	YHR154W	YHR155W	3213	3687	p2602	924	>500
chr12	659791	660715	Codirectional+	YLR257W	YLR258W	966	2118	p3892	924	>500
chr16	923379	924303	Codirectional-	YPR193C	YPR194C	471	2634	p5962	924	>500
chr13	880232	881158	Divergent	YMR305C	YMR306W	1170	5358	p4534	926	>500
chr14	426808	427734	Codirectional+	YNL103W-A	YNL103W	90	2019	p4773	926	>500
chr15	486779	487706	Divergent	YOR086C	YOR087W	3561	2028	p5209	927	>500
chr16	132115	133042	Divergent	YPL222C-A	YPL221W	246	2382	p5562	927	>500
chr4	1080199	1081127	Codirectional-	YDR309C	YDR310C	1152	3189	p1215	928	>500
chr7	365996	366924	Codirectional-	YGL076C	YGL075C	1662	1164	p2024	928	>500
chr2	220400	221329	Codirectional+	YBL005W	YBL005W-A	2931	1323	p207	929	>500
chr12	108972	109901	Codirectional-	YLL018C-A	YLL018C	297	1674	p3615	929	>500
chr7	938992	939922	Divergent	YGR221C	YGR222W	1869	882	p2313	930	>500
chr7	844960	845892	Convergent	YGR173W	YGR174C	1107	513	p2267	932	>500
chr4	975782	976716	Codirectional-	YDR259C	YDR260C	1152	513	p1166	934	>500
chr6	164132	165066	Codirectional+	YFR009W-A	YFR010W	258	1500	p1797	934	>500
chr15	915094	916029	Divergent	YOR320C	YOR321W	1476	2262	p5431	935	>500
chr1	12426	13362	Convergent	YAL064W-B	YAL064C-A	381	381	p7	936	>500
chr8	296447	297384	Codirectional-	YHR096C	YHR097C	1779	1225	p2541	937	>500
chr15	577626	578563	Codirectional+	YOR133W	YOR134W	2529	1230	p5252	937	>500
chr5	33466	34406	Divergent	YEL063C	YEL062W	1773	1848	p1453	940	>500
chr15	1058590	1059530	Codirectional+	YOR381W-A	YOR382W	168	462	p5488	940	>500
chr8	391697	392638	Convergent	YHR146W	YHR147C	1398	645	p2594	941	>500
chr16	481901	482842	Divergent	YPL037C	YPL036W	474	2844	p5743	941	>500
chr16	227371	228313	Divergent	YPL171C	YPL170W	1203	459	p5612	942	>500
chr4	449276	450219	Convergent	YDL001W	YDR001C	1293	2256	p911	943	>500
chr12	874792	875735	Codirectional-	YLR377C	YLR378C	1047	1443	p4003	943	>500
chr4	592948	593892	Codirectional+	YDR073W	YDR074W	510	2691	p985	944	>500
chr6	118484	119428	Codirectional+	YFL009W	YFL008W	2340	3678	p1780	944	>500
chr7	807684	808628	Convergent	YGR160W	YGR161C	612	792	p2250	944	>500
chr14	583374	584319	Convergent	YNL026W	YNL025C	1455	972	p4851	945	>500
chr14	502777	503723	Codirectional+	YNL066W	YNL065W	1263	1761	p4813	946	>500
chr5	298001	298949	Codirectional+	YER069W	YER070W	2592	2667	p1594	948	>500
chr15	417681	418629	Codirectional-	YOR047C	YOR048C	1335	3021	p5173	948	>500
chr7	1049958	1050909	Codirectional-	YGR279C	YGR280C	1161	816	p2366	951	>500
chr12	728003	728954	Divergent	YLR299C-A	YLR300W	93	1347	p3932	951	>500
chr4	220771	221723	Codirectional-	YDL134C	YDL133C-A	1110	78	p789	952	>500
chr4	413000	413952	Codirectional+	YDL022W	YDL021W	1176	936	p892	952	>500
chr7	522833	523786	Codirectional+	YGR016W	YGR017W	573	894	p2109	953	>500
chr10	525381	526334	Divergent	YJR047C	YJR048W	474	330	p3139	953	>500
chr4	416708	417662	Codirectional-	YDL020C	YDL019C	1596	3852	p894	954	>500
chr5	406387	407341	Convergent	YER123W	YER124C	1575	1722	p1651	954	>500
chr6	35848	36802	Divergent	YFL050C	YFL049W	2577	1872	p1738	954	>500
chr12	234081	235036	Codirectional-	YLR044C	YLR045C	1692	2667	p3676	955	>500
chr2	460221	461177	Convergent	YBR110W	YBR111C	1350	696	p325	956	>500
chr12	492925	493882	Codirectional+	YLR163W-A	YLR164W	114	507	p3806	957	>500
chr15	296120	297077	Divergent	YOL016C	YOL015W	1344	1761	p5105	957	>500
chr11	657756	658715	Convergent	YKR104W	YKR105C	921	1749	p3568	959	>500
chr12	1027893	1028853	Divergent	YLR447C	YLR448W	1038	915	p4071	960	>500
chr12	289250	290211	Codirectional+	YLR080W	YLR081W	1335	1725	p3710	961	>500
chr8	389337	390299	Divergent	YHR145C	YHR146W	357	1398	p2593	962	>500
chr7	530919	531882	Convergent	YGR023W	YGR024C	1656	714	p2114	963	>500
chr7	547300	548263	Divergent	YGR031C-A	YGR032W	492	5688	p2123	963	>500
chr8	105091	106054	Codirectional+	YHL001W	YHR001W	815	1314	p2433	963	>500
chr15	514278	515243	Divergent	YOR100C	YOR101W	984	930	p5222	965	>500
chr16	40077	41042	Codirectional+	YPL266W	YPL265W	957	1827	p5519	965	>500
chr8	376388	377354	Codirectional-	YHR137C-A	YHR138C	651	345	p2583	966	>500
chr14	759099	760066	Codirectional-	YNR067C	YNR068C	3354	819	p4943	967	>500
chr7	159096	160064	Codirectional+	YGL181W	YGL180W	1191	2694	p1927	968	>500
chr12	31704	32672	Convergent	YLL055W	YLL054C	1596	2532	p3583	968	>500
chr16	411285	412253	Codirectional+	YPL076W	YPL075W	843	3109	p5705	968	>500
chr9	434303	435272	Convergent	YIR041W	YIR042C	375	711	p2892	969	>500
chr8	461530	462501	Codirectional+	YHR178W	YHR179W	2232	1203	p2627	971	>500
chr8	557042	558013	Divergent	YHR217C	YHR218W	462	1911	p2675	971	>500
chr12	36361	37332	Codirectional-	YLL052C	YLL051C	450	2139	p3585	971	>500
chr4	802222	803194	Divergent	YDR170C	YDR170W-A	6030	1323	p1077	972	>500
chr12	585490	586463	Divergent	YLR223C	YLR224W	3258	1110	p3861	973	>500
chr3	151862	152836	Divergent	YCR018C-A	YCR019W	255	1092	p595	974	>500
chr11	660464	661441	Divergent	YKR105C	YKR106W	1749	1848	p3569	977	>500
chr4	923806	924784	Divergent	YDR228C	YDR229W	1881	1362	p1136	978	>500
chr12	897672	898650	Divergent	YLR387C	YLR388W	1299	171	p4012	978	>500
chr15	24294	25272	Divergent	YOL157C	YOL156W	1770	1704	p4966	978	>500
chr6	245166	246145	Divergent	YFR047C	YFR048W	888	1989	p1839	979	>500
chr16	74719	75698	Codirectional-	YPL250C	YPL249C-A	411	541	p5534	979	>500
chr9	204653	205634	Divergent	YIL083C	YIL082W	1098	873	p2766	981	>500
chr7	576504	577486	Codirectional+	YGR040W	YGR041W	1107	1644	p2134	982	>500
chr2	381046	382029	Codirectional+	YBR071W	YBR072W	636	645	p284	983	>500
chr12	214456	215439	Codirectional-	YLR035C	YLR035C-A	2088	3468	p3667	983	>500
chr3	38801	39785	Codirectional-	YCL050C	YCL049C	966	939	p535	984	>500
chr5	449578	450562	Convergent	YER138W-A	YER139C	105	681	p1667	984	>500
chr15	160594	161578	Divergent	YOL086C	YOL085W-A	1047	213	p5037	984	>500
chr12	877296	878281	Codirectional+	YLR379W	YLR380W	375	1227	p4004	985	>500
chr2	140260	141246	Divergent	YBL042C	YBL041W	1920	726	p168	986	>500
chr15	769812	770799	Codirectional+	YOR229W	YOR230W	1404	1314	p5342	987	>500
chr10	619765	620753	Divergent	YJR102C	YJR103W	609	1737	p3189	988	>500
chr13	45953	46941	Codirectional+	YML112W	YML111W	891	2763	p4109	988	>500
chr15	216137	217125	Divergent	YOL060C	YOL059W	2121	1323	p5062	988	>500
chr6	47744	48733	Divergent	YFL042C	YFL041W-A	2025	192	p1745	989	>500
chr9	173592	174581	Codirectional-	YIL102C-A	YIL102C	228	306	p2746	989	>500
chr12	789679	790668	Convergent	YLR330W	YLR331C	2016	378	p3961	989	>500
chr15	1083212	1084201	Convergent	YOR394W	YOR394C-A	495	168	p5501	989	>500
chr14	106695	107686	Divergent	YNL283C	YNL282W	1512	588	p4610	991	>500
chr13	346517	347510	Codirectional-	YMR037C	YMR038C	2115	750	p4259	993	>500
chr15	841823	842816	Divergent	YOR277C	YOR278W	309	828	p5386	993	>500
chr5	155808	156802	Codirectional+	YER001W	YER002W	2289	696	p1519	994	>500
chr7	950899	951893	Divergent	YGR229C	YGR230W	1518	414	p2319	994	>500
chr16	114315	115311	Codirectional+	YPL231W	YPL230W	5664	1176	p5553	996	>500
chr6	204750	205747	Codirectional-	YFR025C	YFR026C	1008	510	p1814	997	>500
chr16	192650	193647	Codirectional+	YPL188W	YPL187W	1245	498	p5596	997	>500
chr4	844952	845951	Convergent	YDR193W	YDR194C	399	1995	p1101	999	>500
chr7	14157	15158	Divergent	YGL257C	YGL256W	1677	1149	p1855	1001	>500
chr6	113985	114989	Codirectional+	YFL011W	YFL010W-A	1641	285	p1778	1004	>500
chr15	682106	683110	Divergent	YOR185C	YOR186W	663	435	p5302	1004	>500
chr5	261046	262051	Codirectional-	YER053C-A	YER054C	114	1647	p1576	1005	>500
chr13	556475	557480	Codirectional-	YMR145C	YMR146C	1683	1044	p4367	1005	>500
chr14	628616	629621	Convergent	YNL001W	YNR001C	1161	1440	p4876	1005	>500
chr7	887875	888881	Divergent	YGR194C	YGR195W	1803	741	p2286	1006	>500
chr12	12076	13082	Convergent	YLL065W	YLL064C	351	363	p3573	1006	>500
chr14	782280	783286	Convergent	YNR076W	YNR077C	363	255	p4953	1006	>500
chr15	988782	989788	Divergent	YOR348C	YOR349W	1884	3045	p5456	1006	>500
chr13	919079	920087	Divergent	YMR322C	YMR323W	714	1314	p4552	1008	>500
chr7	397618	398627	Divergent	YGL056C	YGL055W	1584	1533	p2041	1009	>500
chr11	38153	39162	Divergent	YKL211C	YKL210W	1455	3075	p3263	1009	>500
chr13	831329	832338	Divergent	YMR280C	YMR281W	4302	915	p4509	1009	>500
chr2	389216	390226	Codirectional+	YBR074W	YBR076W	2931	1065	p288	1010	>500
chr2	291865	292876	Codirectional-	YBR025C	YBR026C	1185	1143	p238	1011	>500
chr11	798	1809	Convergent	YKL225W	YKL224C	348	372	p3249	1011	>500
chr12	1042986	1043997	Divergent	YLR453C	YLR454W	1188	7887	p4077	1011	>500
chr1	792	1806	Convergent	YAL068W-A	YAL068C	255	363	p1	1014	>500
chr3	314981	315996	Convergent	YCR107W	YCR108C	1092	192	p678	1015	>500
chr4	1031419	1032435	Divergent	YDR284C	YDR285W	870	2628	p1191	1016	>500
chr16	10870	11886	Divergent	YPL281C	YPL280W	1314	714	p5506	1016	>500
chr15	421650	422667	Codirectional-	YOR048C	YOR049C	3021	1065	p5174	1017	>500
chr5	284222	285240	Codirectional-	YER064C	YER065C	1518	1674	p1589	1018	>500
chr14	718327	719345	Codirectional-	YNR051C	YNR052C	1548	1302	p4927	1018	>500
chr4	1358902	1359922	Divergent	YDR449C	YDR450W	1323	876	p1351	1020	>500
chr13	191767	192787	Divergent	YML043C	YML042W	1524	2013	p4178	1020	>500
chr8	384488	385509	Codirectional+	YHR142W	YHR143W	951	978	p2589	1021	>500
chr4	1523611	1524633	Convergent	YDR542W	YDR543C	363	300	p1438	1022	>500
chr6	100605	101627	Codirectional-	YFL019C	YFL018C	354	1500	p1769	1022	>500
chr13	625897	626920	Convergent	YMR182W-A	YMR183C	87	888	p4406	1023	>500
chr16	129138	130161	Divergent	YPL223C	YPL222W	507	2067	p5561	1023	>500
chr13	887925	888951	Codirectional-	YMR307C-A	YMR308C	195	3270	p4536	1026	>500
chr5	280682	281709	Divergent	YER062C	YER063W	753	657	p1587	1027	>500
chr16	926937	927964	Codirectional-	YPR194C	YPR195C	2634	330	p5963	1027	>500
chr9	129581	130609	Codirectional+	YIL123W	YIL122W	1431	1056	p2725	1028	>500
chr3	77919	78948	Codirectional-	YCL025C	YCL023C	1902	348	p558	1029	>500
chr11	99641	100670	Codirectional+	YKL183W	YKL182W	921	6156	p3289	1029	>500
chr3	166339	167369	Codirectional-	YCR026C	YCR027C	2229	630	p607	1030	>500
chr13	860891	861921	Divergent	YMR296C	YMR297W	1677	1599	p4525	1030	>500
chr11	384725	385757	Divergent	YKL029C	YKL028W	2010	1449	p3436	1032	>500
chr2	791814	792848	Codirectional+	YBR294W	YBR295W	2580	3651	p508	1034	>500
chr10	421663	422697	Codirectional-	YJL008C	YJL007C	1707	315	p3091	1034	>500
chr15	854112	855146	Convergent	YOR289W	YOR290C	756	5112	p5397	1034	>500
chr2	419164	420200	Codirectional-	YBR085C-A	YBR086C	258	2841	p301	1036	>500
chr2	717994	719032	Divergent	YBR249C	YBR250W	1113	1572	p464	1038	>500
chr4	233887	234926	Codirectional+	YDL128W	YDL127W	1236	927	p797	1039	>500
chr10	58813	59855	Codirectional-	YJL200C	YJL199C	2370	327	p2915	1042	>500
chr11	462696	463738	Codirectional-	YKR011C	YKR012C	1062	378	p3478	1042	>500
chr15	73357	74399	Codirectional+	YOL131W	YOL130W	327	2580	p4990	1042	>500
chr16	471996	473039	Convergent	YPL043W	YPL042C	2058	1668	p5736	1043	>500
chr5	135234	136278	Codirectional+	YEL011W	YEL010W	2115	351	p1508	1044	>500
chr10	523862	524907	Convergent	YJR046W	YJR047C	1815	474	p3138	1045	>500
chr6	137157	138203	Divergent	YFL003C	YFL002W-B	2637	1317	p1785	1046	>500
chr8	516485	517531	Divergent	YHR207C	YHR208W	1581	1182	p2658	1046	>500
chr10	424109	425156	Divergent	YJL006C	YJL005W	972	6081	p3093	1047	>500
chr11	468667	469716	Divergent	YKR015C	YKR016W	1707	1623	p3481	1049	>500
chr12	962735	963784	Codirectional+	YLR419W	YLR420W	4308	1095	p4045	1049	>500
chr2	697302	698353	Codirectional-	YBR238C	YBR239C	2196	1590	p453	1051	>500
chr2	532182	533234	Codirectional-	YBR143C	YBR144C	1314	315	p356	1052	>500
chr9	127097	128150	Codirectional+	YIL124W	YIL123W	894	1431	p2724	1053	>500
chr2	527262	528316	Codirectional+	YBR141W-A	YBR142W	96	2322	p354	1054	>500
chr11	618750	619804	Divergent	YKR094C	YKR095W	755	5628	p3557	1054	>500
chr16	347389	348445	Divergent	YPL109C	YPL108W	2126	507	p5672	1056	>500
chr12	170281	171338	Divergent	YLR012C	YLR013W	300	426	p3644	1057	>500
chr4	322988	324046	Convergent	YDL075W	YDL074C	763	2103	p848	1058	>500
chr2	44918	45977	Divergent	YBL093C	YBL092W	663	393	p121	1059	>500
chr4	1302113	1303173	Codirectional+	YDR418W	YDR419W	498	1899	p1325	1060	>500
chr3	176438	177499	Codirectional-	YCR030C	YCR031C	2613	721	p611	1061	>500
chr10	444861	445922	Divergent	YJR004C	YJR005W	1953	2103	p3102	1061	>500
chr7	619858	620920	Codirectional-	YGR065C	YGR066C	1782	879	p2158	1062	>500
chr8	455527	456590	Codirectional+	YHR176W	YHR177W	1299	1362	p2625	1063	>500
chr14	769376	770439	Convergent	YNR070W	YNR071C	4002	1029	p4946	1063	>500
chr12	1029768	1030833	Codirectional+	YLR448W	YLR449W	915	1179	p4072	1065	>500
chr15	594046	595111	Codirectional+	YOR142W	YOR142W-A	990	1323	p5259	1065	>500
chr4	1049392	1050458	Codirectional-	YDR293C	YDR294C	3753	1770	p1199	1066	>500
chr10	139370	140436	Codirectional+	YJL149W	YJL148W	1992	702	p2960	1066	>500
chr11	73865	74931	Codirectional-	YKL197C	YKL196C	3132	603	p3274	1066	>500
chr12	839253	840320	Divergent	YLR355C	YLR356W	1188	594	p3983	1067	>500
chr15	448368	449435	Codirectional+	YOR065W	YOR066W	930	1890	p5189	1067	>500
chr14	735733	736802	Codirectional+	YNR058W	YNR059W	1443	1743	p4934	1069	>500
chr6	57709	58781	Codirectional+	YFL037W	YFL036W	1374	4056	p1751	1072	>500
chr5	140818	141891	Divergent	YEL008C-A	YEL007W	93	2001	p1511	1073	>500
chr1	9016	10090	Divergent	YAL067C	YAL066W	1782	309	p4	1074	>500
chr12	949192	950266	Convergent	YLR412W	YLR412C-A	825	207	p4038	1074	>500
chr2	624696	625771	Divergent	YBR201C-A	YBR202W	204	2538	p418	1075	>500
chr8	271548	272626	Divergent	YHR082C	YHR083W	3090	990	p2526	1078	>500
chr7	277864	278945	Codirectional-	YGL123C-A	YGL122C	231	1578	p1979	1081	>500
chr14	104102	105183	Codirectional-	YNL284C	YNL283C	969	1512	p4609	1081	>500
chr13	756166	757249	Divergent	YMR243C	YMR244W	1329	1068	p4471	1083	>500
chr15	42610	43693	Codirectional+	YOL152W	YOL151W	1863	1029	p4971	1083	>500
chr2	430951	432035	Divergent	YBR093C	YBR094W	1404	2262	p308	1084	>500
chr15	1068536	1069620	Convergent	YOR386W	YOR387C	1698	621	p5493	1084	>500
chr15	903372	904457	Codirectional+	YOR314W	YOR314W-A	330	111	p5423	1085	>500
chr15	86757	87843	Divergent	YOL124C	YOL123W	1302	1605	p4997	1086	>500
chr10	471671	472759	Divergent	YJR025C	YJR026W	534	1323	p3121	1088	>500
