gchr	gstart	gend	gname	collision	collisiontype	DistanceGroup
chr16	298570	299503	YPL134C	headon10000	headon	10000
chr16	373792	375169	YPL092W	headon10000	headon	10000
chr16	375501	376953	YPL091W	headon10000	headon	10000
chr16	377290	378395	YPL090C	codirectional10000	codirectional	10000
chr16	379119	381150	YPL089C	codirectional10000	codirectional	10000
chr16	381964	382993	YPL088W	headon10000	headon	10000
chr16	383454	384408	YPL087W	headon10000	headon	10000
chr16	384772	386446	YPL086C	headon10000	headon	10000
chr16	387066	393654	YPL085W	codirectional10000	codirectional	10000
chr16	394037	396572	YPL084W	codirectional10000	codirectional	10000
chr16	408009	408744	YPL078C	codirectional10000	codirectional	10000
chr16	409367	410090	YPL077C	codirectional10000	codirectional	10000
chr16	410442	411285	YPL076W	headon10000	headon	10000
chr16	412253	415362	YPL075W	headon10000	headon	10000
chr16	415762	418027	YPL074W	headon10000	headon	10000
chr16	418498	418984	YPL073C	headon10000	headon	10000
chr16	418511	420011	YPL072W	codirectional10000	codirectional	10000
chr16	420047	420518	YPL071C	headon10000	headon	10000
chr16	420947	422786	YPL070W	codirectional10000	codirectional	10000
chr16	422884	423892	YPL069C	headon10000	headon	10000
chr16	424214	425096	YPL068C	headon10000	headon	10000
chr16	425250	425847	YPL067C	headon10000	headon	10000
chr16	426232	427672	YPL066W	codirectional10000	codirectional	10000
chr16	427926	428655	YPL065W	codirectional10000	codirectional	10000
chr16	445841	450377	YPL058C	codirectional10000	codirectional	10000
chr16	451908	453057	YPL057C	codirectional10000	codirectional	10000
chr16	453429	453735	YPL056C	codirectional10000	codirectional	10000
chr16	453991	454990	YPL055C	codirectional10000	codirectional	10000
chr16	455758	456664	YPL054W	headon10000	headon	10000
chr16	457117	458458	YPL053C	headon10000	headon	10000
chr16	458798	459678	YPL052W	codirectional10000	codirectional	10000
chr16	459962	460559	YPL051W	codirectional10000	codirectional	10000
chr16	460778	461966	YPL050C	headon10000	headon	10000
chr16	462480	463839	YPL049C	headon10000	headon	10000
chr16	464400	465648	YPL048W	codirectional10000	codirectional	10000
chr16	465961	466261	YPL047W	codirectional10000	codirectional	10000
chr16	466643	466943	YPL046C	headon10000	headon	10000
chr16	500674	502183	YPL026C	codirectional10000	codirectional	10000
chr16	502472	503030	YPL025C	codirectional10000	codirectional	10000
chr16	503516	504242	YPL024W	headon10000	headon	10000
chr16	504338	506312	YPL023C	codirectional10000	codirectional	10000
chr16	506696	509999	YPL022W	headon10000	headon	10000
chr16	511100	511664	YPL021W	headon10000	headon	10000
chr16	512312	514178	YPL020C	headon10000	headon	10000
chr16	514510	517018	YPL019C	headon10000	headon	10000
chr16	517650	518760	YPL018W	codirectional10000	codirectional	10000
chr16	518733	520233	YPL017C	headon10000	headon	10000
chr16	521013	524958	YPL016W	codirectional10000	codirectional	10000
chr16	553626	554328	YPL002C	codirectional10000	codirectional	10000
chr16	623526	624202	YPR028W	headon10000	headon	10000
chr16	624468	626967	YPR029C	codirectional10000	codirectional	10000
chr16	627879	631245	YPR030W	headon10000	headon	10000
chr16	631514	633761	YPR031W	headon10000	headon	10000
chr16	63278	63860	YPL257W	headon10000	headon	10000
chr16	634122	637224	YPR032W	codirectional10000	codirectional	10000
chr16	637378	639019	YPR033C	headon10000	headon	10000
chr16	639524	640958	YPR034W	codirectional10000	codirectional	10000
chr16	642207	643320	YPR035W	codirectional10000	codirectional	10000
chr16	643835	645272	YPR036W	codirectional10000	codirectional	10000
chr16	64976	66614	YPL256C	codirectional10000	codirectional	10000
chr16	673750	674674	YPR058W	headon10000	headon	10000
chr16	674313	674700	YPR059C	codirectional10000	codirectional	10000
chr16	674860	675631	YPR060C	codirectional10000	codirectional	10000
chr16	675976	676882	YPR061C	codirectional10000	codirectional	10000
chr16	677164	677641	YPR062W	headon10000	headon	10000
chr16	67724	68882	YPL255W	headon10000	headon	10000
chr16	677811	678320	YPR063C	codirectional10000	codirectional	10000
chr16	678950	679370	YPR064W	headon10000	headon	10000
chr16	679692	680799	YPR065W	headon10000	headon	10000
chr16	681212	682112	YPR066W	headon10000	headon	10000
chr16	682219	682777	YPR067W	headon10000	headon	10000
chr16	682940	684353	YPR068C	codirectional10000	codirectional	10000
chr16	684555	685437	YPR069C	headon10000	headon	10000
chr16	685897	687598	YPR070W	codirectional10000	codirectional	10000
chr16	688171	688807	YPR071W	codirectional10000	codirectional	10000
chr16	690106	691789	YPR072W	codirectional10000	codirectional	10000
chr16	691932	692418	YPR073C	headon10000	headon	10000
chr16	692795	694838	YPR074C	headon10000	headon	10000
chr16	69484	70951	YPL254W	headon10000	headon	10000
chr16	71062	73006	YPL253C	codirectional10000	codirectional	10000
chr16	73362	73881	YPL252C	headon10000	headon	10000
chr16	73624	73927	YPL251W	codirectional10000	codirectional	10000
chr16	74308	74719	YPL250C	headon10000	headon	10000
chr16	75698	76239	YPL249C-A	headon10000	headon	10000
chr16	75701	75989	YPL250W-A	codirectional10000	codirectional	10000
chr16	760024	767494	YPR117W	headon10000	headon	10000
chr16	76668	79353	YPL249C	headon10000	headon	10000
chr16	767751	768987	YPR118W	headon10000	headon	10000
chr16	771652	773128	YPR119W	headon10000	headon	10000
chr16	773874	775182	YPR120C	codirectional10000	codirectional	10000
chr16	778582	780301	YPR121W	codirectional10000	codirectional	10000
chr16	782044	785671	YPR122W	codirectional10000	codirectional	10000
chr16	786140	786575	YPR123C	headon10000	headon	10000
chr16	786207	787428	YPR124W	codirectional10000	codirectional	10000
chr16	79710	82356	YPL248C	headon10000	headon	10000
chr16	805000	810269	YPR137C-B	codirectional10000	codirectional	10000
chr16	808946	810269	YPR137C-A	codirectional10000	codirectional	10000
chr16	810983	812453	YPR138C	codirectional10000	codirectional	10000
chr16	813155	814058	YPR139C	codirectional10000	codirectional	10000
chr16	814390	815536	YPR140W	headon10000	headon	10000
chr16	815733	817923	YPR141C	codirectional10000	codirectional	10000
chr16	818129	818693	YPR142C	codirectional10000	codirectional	10000
chr16	818322	819075	YPR143W	headon10000	headon	10000
chr16	819764	821423	YPR144C	headon10000	headon	10000
chr16	822619	824338	YPR145W	codirectional10000	codirectional	10000
chr16	824689	824926	YPR145C-A	headon10000	headon	10000
chr16	825346	825676	YPR146C	headon10000	headon	10000
chr16	825644	826559	YPR147C	headon10000	headon	10000
chr16	82624	84196	YPL247C	headon10000	headon	10000
chr16	826832	828140	YPR148C	headon10000	headon	10000
chr16	832060	833458	YPR152C	codirectional10000	codirectional	10000
chr16	833688	834245	YPR153W	headon10000	headon	10000
chr16	834564	835212	YPR154W	headon10000	headon	10000
chr16	835562	837413	YPR155C	codirectional10000	codirectional	10000
chr16	837908	839777	YPR156C	codirectional10000	codirectional	10000
chr16	841265	842669	YPR157W	headon10000	headon	10000
chr16	843261	844020	YPR158W	codirectional10000	codirectional	10000
chr16	844708	846031	YPR158W-A	codirectional10000	codirectional	10000
chr16	850988	856257	YPR158C-D	headon10000	headon	10000
chr2	10846	13879	YBL106C	headon10000	headon	10000
chr2	14240	17696	YBL105C	headon10000	headon	10000
chr2	186843	191583	YBL017C	codirectional10000	codirectional	10000
chr2	192450	193512	YBL016W	headon10000	headon	10000
chr2	194121	195702	YBL015W	headon10000	headon	10000
chr2	209652	212175	YBL008W	codirectional10000	codirectional	10000
chr2	212631	216366	YBL007C	headon10000	headon	10000
chr2	216586	217129	YBL006C	headon10000	headon	10000
chr2	216710	216860	YBL006W-A	codirectional10000	codirectional	10000
chr2	217469	220400	YBL005W	codirectional10000	codirectional	10000
chr2	227635	235117	YBL004W	headon10000	headon	10000
chr2	235393	235792	YBL003C	codirectional10000	codirectional	10000
chr2	236491	236887	YBL002W	headon10000	headon	10000
chr2	237152	237467	YBL001C	codirectional10000	codirectional	10000
chr2	238940	241283	YBR001C	headon10000	headon	10000
chr2	241707	242568	YBR002C	headon10000	headon	10000
chr2	242808	244230	YBR003W	codirectional10000	codirectional	10000
chr2	248805	251016	YBR007C	codirectional10000	codirectional	10000
chr2	252562	254209	YBR008C	codirectional10000	codirectional	10000
chr2	255372	255684	YBR009C	headon10000	headon	10000
chr2	256330	256741	YBR010W	codirectional10000	codirectional	10000
chr2	257111	257975	YBR011C	headon10000	headon	10000
chr2	259146	259566	YBR012C	headon10000	headon	10000
chr2	259868	261191	YBR012W-A	codirectional10000	codirectional	10000
chr2	315574	316510	YBR039W	headon10000	headon	10000
chr2	316967	317864	YBR040W	headon10000	headon	10000
chr2	318265	320275	YBR041W	headon10000	headon	10000
chr2	320415	321609	YBR042C	codirectional10000	codirectional	10000
chr2	321875	323945	YBR043C	codirectional10000	codirectional	10000
chr2	324340	326059	YBR044C	codirectional10000	codirectional	10000
chr2	328172	330092	YBR045C	headon10000	headon	10000
chr2	330506	331511	YBR046C	headon10000	headon	10000
chr2	331832	332360	YBR047W	codirectional10000	codirectional	10000
chr2	332830	333812	YBR048W	codirectional10000	codirectional	10000
chr2	334385	336818	YBR049C	headon10000	headon	10000
chr2	368583	369678	YBR065C	codirectional10000	codirectional	10000
chr2	370036	370699	YBR066C	codirectional10000	codirectional	10000
chr2	372102	372735	YBR067C	codirectional10000	codirectional	10000
chr2	373860	375690	YBR068C	codirectional10000	codirectional	10000
chr2	376573	378433	YBR069C	codirectional10000	codirectional	10000
chr2	379220	379934	YBR070C	headon10000	headon	10000
chr2	380410	381046	YBR071W	codirectional10000	codirectional	10000
chr2	382029	382674	YBR072W	codirectional10000	codirectional	10000
chr2	382859	383021	YBR072C-A	headon10000	headon	10000
chr2	383111	385988	YBR073W	codirectional10000	codirectional	10000
chr2	386285	389216	YBR074W	codirectional10000	codirectional	10000
chr2	395382	398277	YBR079C	codirectional10000	codirectional	10000
chr2	398613	400890	YBR080C	codirectional10000	codirectional	10000
chr2	401252	405251	YBR081C	codirectional10000	codirectional	10000
chr2	406627	407169	YBR082C	codirectional10000	codirectional	10000
chr2	409168	410629	YBR083W	codirectional10000	codirectional	10000
chr2	411053	413981	YBR084W	codirectional10000	codirectional	10000
chr2	414185	415261	YBR084C-A	headon10000	headon	10000
chr2	415982	416906	YBR085W	codirectional10000	codirectional	10000
chr2	477670	479047	YBR118W	headon10000	headon	10000
chr2	479337	480323	YBR119W	headon10000	headon	10000
chr2	480434	480923	YBR120C	codirectional10000	codirectional	10000
chr2	481363	483367	YBR121C	codirectional10000	codirectional	10000
chr2	482325	482484	YBR121C-A	codirectional10000	codirectional	10000
chr2	483969	484503	YBR122C	codirectional10000	codirectional	10000
chr2	484741	486691	YBR123C	codirectional10000	codirectional	10000
chr2	487198	488380	YBR125C	headon10000	headon	10000
chr2	488904	490392	YBR126C	headon10000	headon	10000
chr2	490849	491056	YBR126W-A	codirectional10000	codirectional	10000
chr2	490926	491070	YBR126W-B	codirectional10000	codirectional	10000
chr2	491268	492822	YBR127C	headon10000	headon	10000
chr2	493080	494115	YBR128C	headon10000	headon	10000
chr2	494352	495339	YBR129C	headon10000	headon	10000
chr2	495591	496869	YBR130C	headon10000	headon	10000
chr2	51018	59382	YBL088C	codirectional10000	codirectional	10000
chr2	59821	60739	YBL087C	codirectional10000	codirectional	10000
chr2	61201	62602	YBL086C	codirectional10000	codirectional	10000
chr2	612235	613900	YBR196C	codirectional10000	codirectional	10000
chr2	614023	614173	YBR196C-A	codirectional10000	codirectional	10000
chr2	614525	614630	YBR196C-B	codirectional10000	codirectional	10000
chr2	615202	615856	YBR197C	codirectional10000	codirectional	10000
chr2	616126	618523	YBR198C	codirectional10000	codirectional	10000
chr2	618908	620303	YBR199W	headon10000	headon	10000
chr2	633621	634836	YBR205W	codirectional10000	codirectional	10000
chr2	634600	634924	YBR206W	codirectional10000	codirectional	10000
chr2	635145	636543	YBR207W	codirectional10000	codirectional	10000
chr2	636702	642210	YBR208C	headon10000	headon	10000
chr2	63875	66818	YBL085W	codirectional10000	codirectional	10000
chr2	67168	69445	YBL084C	headon10000	headon	10000
chr2	69712	70138	YBL083C	headon10000	headon	10000
chr2	69750	71127	YBL082C	headon10000	headon	10000
chr2	71865	72972	YBL081W	codirectional10000	codirectional	10000
chr2	73069	74695	YBL080C	headon10000	headon	10000
chr2	792848	796499	YBR295W	headon10000	headon	10000
chr2	796797	798522	YBR296C	codirectional10000	codirectional	10000
chr2	800122	800242	YBR296C-A	codirectional10000	codirectional	10000
chr2	800522	801929	YBR297W	headon10000	headon	10000
chr2	802630	804475	YBR298C	headon10000	headon	10000
chr2	805034	805256	YBR298C-A	headon10000	headon	10000
chr2	805350	807105	YBR299W	codirectional10000	codirectional	10000
chr2	808599	809097	YBR300C	headon10000	headon	10000
chr2	809056	809419	YBR301W	codirectional10000	codirectional	10000
chr2	810339	811479	YBR302C	headon10000	headon	10000
chr3	101316	101788	YCL012C	codirectional10000	codirectional	10000
chr3	102074	103358	YCL011C	codirectional10000	codirectional	10000
chr3	103570	104350	YCL010C	codirectional10000	codirectional	10000
chr3	119574	120318	YCR004C	headon10000	headon	10000
chr3	126010	126730	YCR007C	codirectional10000	codirectional	10000
chr3	128469	130281	YCR008W	headon10000	headon	10000
chr3	130744	131542	YCR009C	codirectional10000	codirectional	10000
chr3	132272	133124	YCR010C	headon10000	headon	10000
chr3	133723	136873	YCR011C	headon10000	headon	10000
chr3	137745	138996	YCR012W	codirectional10000	codirectional	10000
chr3	138401	139049	YCR013C	headon10000	headon	10000
chr3	139184	140933	YCR014C	headon10000	headon	10000
chr3	141216	142170	YCR015C	headon10000	headon	10000
chr3	156108	157107	YCR021C	codirectional10000	codirectional	10000
chr3	157420	157765	YCR022C	codirectional10000	codirectional	10000
chr3	158537	160373	YCR023C	codirectional10000	codirectional	10000
chr3	160743	162222	YCR024C	codirectional10000	codirectional	10000
chr3	162598	162865	YCR024C-B	codirectional10000	codirectional	10000
chr3	162944	163067	YCR024C-A	codirectional10000	codirectional	10000
chr3	163445	163856	YCR025C	codirectional10000	codirectional	10000
chr3	164110	166339	YCR026C	codirectional10000	codirectional	10000
chr3	167369	167999	YCR027C	headon10000	headon	10000
chr3	170885	172424	YCR028C	headon10000	headon	10000
chr3	172949	173440	YCR028C-A	headon10000	headon	10000
chr3	173825	176438	YCR030C	headon10000	headon	10000
chr3	214993	216445	YCR052W	headon10000	headon	10000
chr3	216696	218241	YCR053W	headon10000	headon	10000
chr3	218375	220067	YCR054C	codirectional10000	codirectional	10000
chr3	220456	223228	YCR057C	codirectional10000	codirectional	10000
chr3	223453	224230	YCR059C	codirectional10000	codirectional	10000
chr3	224398	224734	YCR060W	headon10000	headon	10000
chr3	225562	227458	YCR061W	codirectional10000	codirectional	10000
chr3	228094	228505	YCR064C	headon10000	headon	10000
chr3	228317	228791	YCR063W	codirectional10000	codirectional	10000
chr3	229309	231004	YCR065W	codirectional10000	codirectional	10000
chr3	231499	232963	YCR066W	codirectional10000	codirectional	10000
chr3	233124	236322	YCR067C	headon10000	headon	10000
chr3	31448	33974	YCL054W	headon10000	headon	10000
chr3	34142	35393	YCL052C	codirectional10000	codirectional	10000
chr3	35864	37616	YCL051W	headon10000	headon	10000
chr3	37835	38801	YCL050C	codirectional10000	codirectional	10000
chr3	39785	40724	YCL049C	headon10000	headon	10000
chr3	41487	41727	YCL048W-A	codirectional10000	codirectional	10000
chr3	42164	43556	YCL048W	codirectional10000	codirectional	10000
chr3	43660	44437	YCL047C	headon10000	headon	10000
chr3	44622	46905	YCL045C	headon10000	headon	10000
chr3	46639	46963	YCL046W	codirectional10000	codirectional	10000
chr3	47110	48364	YCL044C	headon10000	headon	10000
chr3	48652	50221	YCL043C	headon10000	headon	10000
chr3	64674	65568	YCL031C	codirectional10000	codirectional	10000
chr3	65933	68333	YCL030C	codirectional10000	codirectional	10000
chr3	68598	69921	YCL029C	codirectional10000	codirectional	10000
chr3	70149	71367	YCL028W	headon10000	headon	10000
chr3	71802	73341	YCL027W	headon10000	headon	10000
chr3	73404	73986	YCL026C-B	codirectional10000	codirectional	10000
chr3	74703	75285	YCL026C-A	headon10000	headon	10000
chr3	76017	77919	YCL025C	headon10000	headon	10000
chr3	78948	79296	YCL023C	headon10000	headon	10000
chr3	79161	82275	YCL024W	codirectional10000	codirectional	10000
chr3	81569	82085	YCL022C	headon10000	headon	10000
chr3	83619	83997	YCL021W-A	codirectional10000	codirectional	10000
chr3	96280	101191	YCL014W	headon10000	headon	10000
chr4	1005674	1008689	YDR270W	headon10000	headon	10000
chr4	1008394	1008766	YDR271C	codirectional10000	codirectional	10000
chr4	1009009	1009834	YDR272W	headon10000	headon	10000
chr4	1010175	1011273	YDR273W	headon10000	headon	10000
chr4	1011588	1011960	YDR274C	codirectional10000	codirectional	10000
chr4	1012251	1012959	YDR275W	headon10000	headon	10000
chr4	1013475	1013643	YDR276C	codirectional10000	codirectional	10000
chr4	1014400	1015702	YDR277C	codirectional10000	codirectional	10000
chr4	1017000	1017318	YDR278C	headon10000	headon	10000
chr4	1019367	1020420	YDR279W	codirectional10000	codirectional	10000
chr4	1020746	1021664	YDR280W	codirectional10000	codirectional	10000
chr4	1022006	1022321	YDR281C	headon10000	headon	10000
chr4	1023510	1024755	YDR282C	headon10000	headon	10000
chr4	1025069	1030049	YDR283C	headon10000	headon	10000
chr4	111579	114234	YDL194W	headon10000	headon	10000
chr4	114671	115799	YDL193W	headon10000	headon	10000
chr4	1147378	1149466	YDR338C	codirectional10000	codirectional	10000
chr4	1149950	1150520	YDR339C	codirectional10000	codirectional	10000
chr4	1150880	1151183	YDR340W	headon10000	headon	10000
chr4	1151802	1153626	YDR341C	codirectional10000	codirectional	10000
chr4	1154215	1155928	YDR342C	codirectional10000	codirectional	10000
chr4	116320	116866	YDL192W	headon10000	headon	10000
chr4	1170325	1171825	YDR348C	headon10000	headon	10000
chr4	1172385	1174176	YDR349C	headon10000	headon	10000
chr4	117663	118517	YDL191W	headon10000	headon	10000
chr4	118706	121592	YDL190C	codirectional10000	codirectional	10000
chr4	122215	123589	YDL189W	headon10000	headon	10000
chr4	123864	124998	YDL188C	headon10000	headon	10000
chr4	125508	125838	YDL187C	headon10000	headon	10000
chr4	125615	126449	YDL186W	codirectional10000	codirectional	10000
chr4	126607	126835	YDL185C-A	headon10000	headon	10000
chr4	126786	130002	YDL185W	codirectional10000	codirectional	10000
chr4	130406	130484	YDL184C	headon10000	headon	10000
chr4	130870	131833	YDL183C	headon10000	headon	10000
chr4	133436	134723	YDL182W	codirectional10000	codirectional	10000
chr4	1342492	1344241	YDR440W	headon10000	headon	10000
chr4	1344516	1345062	YDR441C	codirectional10000	codirectional	10000
chr4	1345646	1346039	YDR442W	headon10000	headon	10000
chr4	1345675	1349938	YDR443C	codirectional10000	codirectional	10000
chr4	1350289	1352353	YDR444W	headon10000	headon	10000
chr4	1352181	1352589	YDR445C	codirectional10000	codirectional	10000
chr4	1353724	1354633	YDR446W	codirectional10000	codirectional	10000
chr4	1354828	1355553	YDR447C	headon10000	headon	10000
chr4	1356064	1357369	YDR448W	codirectional10000	codirectional	10000
chr4	1357579	1358902	YDR449C	headon10000	headon	10000
chr4	1359922	1360798	YDR450W	codirectional10000	codirectional	10000
chr4	1361119	1362181	YDR451C	headon10000	headon	10000
chr4	1362877	1364902	YDR452W	codirectional10000	codirectional	10000
chr4	1451352	1452918	YDR501W	headon10000	headon	10000
chr4	1453309	1454464	YDR502C	codirectional10000	codirectional	10000
chr4	1455041	1455866	YDR503C	codirectional10000	codirectional	10000
chr4	1456310	1456694	YDR504C	codirectional10000	codirectional	10000
chr4	1456694	1459220	YDR505C	codirectional10000	codirectional	10000
chr4	1459727	1461554	YDR506C	codirectional10000	codirectional	10000
chr4	1462357	1465786	YDR507C	headon10000	headon	10000
chr4	1466452	1468444	YDR508C	headon10000	headon	10000
chr4	1468225	1468573	YDR509W	codirectional10000	codirectional	10000
chr4	1469399	1469705	YDR510W	codirectional10000	codirectional	10000
chr4	1469694	1469811	YDR510C-A	headon10000	headon	10000
chr4	1470016	1470418	YDR511W	codirectional10000	codirectional	10000
chr4	1470499	1471063	YDR512C	headon10000	headon	10000
chr4	1471016	1471448	YDR513W	codirectional10000	codirectional	10000
chr4	1471547	1472999	YDR514C	headon10000	headon	10000
chr4	201718	202570	YDL142C	codirectional10000	codirectional	10000
chr4	203038	205111	YDL141W	headon10000	headon	10000
chr4	205359	210561	YDL140C	codirectional10000	codirectional	10000
chr4	211374	212046	YDL139C	codirectional10000	codirectional	10000
chr4	213350	215642	YDL138W	codirectional10000	codirectional	10000
chr4	216528	217074	YDL137W	codirectional10000	codirectional	10000
chr4	217599	218367	YDL136W	codirectional10000	codirectional	10000
chr4	218679	219288	YDL135C	headon10000	headon	10000
chr4	219661	220771	YDL134C	headon10000	headon	10000
chr4	221723	221801	YDL133C-A	headon10000	headon	10000
chr4	224303	226751	YDL132W	headon10000	headon	10000
chr4	227392	228715	YDL131W	headon10000	headon	10000
chr4	229170	229431	YDL130W-A	headon10000	headon	10000
chr4	229905	230527	YDL130W	headon10000	headon	10000
chr4	231023	231899	YDL129W	headon10000	headon	10000
chr4	232651	233887	YDL128W	codirectional10000	codirectional	10000
chr4	234926	235853	YDL127W	codirectional10000	codirectional	10000
chr4	236156	238664	YDL126C	headon10000	headon	10000
chr4	239018	239606	YDL125C	headon10000	headon	10000
chr4	240258	241197	YDL124W	codirectional10000	codirectional	10000
chr4	241417	241840	YDL123W	codirectional10000	codirectional	10000
chr4	316970	320120	YDL077C	codirectional10000	codirectional	10000
chr4	320667	321552	YDL076C	codirectional10000	codirectional	10000
chr4	322225	322988	YDL075W	headon10000	headon	10000
chr4	324046	326149	YDL074C	codirectional10000	codirectional	10000
chr4	326612	329567	YDL073W	headon10000	headon	10000
chr4	329835	330447	YDL072C	headon10000	headon	10000
chr4	330665	331040	YDL071C	headon10000	headon	10000
chr4	331023	332940	YDL070W	codirectional10000	codirectional	10000
chr4	333120	333810	YDL069C	headon10000	headon	10000
chr4	333499	333829	YDL068W	codirectional10000	codirectional	10000
chr4	334216	334396	YDL067C	headon10000	headon	10000
chr4	334834	336121	YDL066W	codirectional10000	codirectional	10000
chr4	336248	337277	YDL065C	headon10000	headon	10000
chr4	337486	338070	YDL064W	codirectional10000	codirectional	10000
chr4	338271	340134	YDL063C	headon10000	headon	10000
chr4	397536	399129	YDL030W	headon10000	headon	10000
chr4	399339	400638	YDL029W	headon10000	headon	10000
chr4	400996	403291	YDL028C	codirectional10000	codirectional	10000
chr4	403694	404957	YDL027C	codirectional10000	codirectional	10000
chr4	404748	405060	YDL026W	headon10000	headon	10000
chr4	405343	407206	YDL025C	codirectional10000	codirectional	10000
chr4	405409	405514	YDL025W-A	headon10000	headon	10000
chr4	408450	409857	YDL024C	headon10000	headon	10000
chr4	409807	410056	YDL022C-A	headon10000	headon	10000
chr4	411760	412081	YDL023C	headon10000	headon	10000
chr4	411824	413000	YDL022W	codirectional10000	codirectional	10000
chr4	413952	414888	YDL021W	codirectional10000	codirectional	10000
chr4	415112	416708	YDL020C	headon10000	headon	10000
chr4	417662	421514	YDL019C	headon10000	headon	10000
chr4	424208	425732	YDL017W	headon10000	headon	10000
chr4	425569	425872	YDL016C	codirectional10000	codirectional	10000
chr4	426001	426934	YDL015C	codirectional10000	codirectional	10000
chr4	427363	428347	YDL014W	headon10000	headon	10000
chr4	429066	430926	YDL013W	headon10000	headon	10000
chr4	431107	431517	YDL012C	codirectional10000	codirectional	10000
chr4	432307	432631	YDL011C	codirectional10000	codirectional	10000
chr4	432329	433025	YDL010W	headon10000	headon	10000
chr4	432924	433248	YDL009C	codirectional10000	codirectional	10000
chr4	433496	433994	YDL008W	headon10000	headon	10000
chr4	436566	436824	YDL007C-A	headon10000	headon	10000
chr4	438046	439360	YDL007W	codirectional10000	codirectional	10000
chr4	439908	440754	YDL006W	codirectional10000	codirectional	10000
chr4	441013	442309	YDL005C	headon10000	headon	10000
chr4	443028	443511	YDL004W	codirectional10000	codirectional	10000
chr4	444682	446383	YDL003W	codirectional10000	codirectional	10000
chr4	453044	453650	YDR002W	headon10000	headon	10000
chr4	454121	454754	YDR003W	headon10000	headon	10000
chr4	454781	454904	YDR003W-A	headon10000	headon	10000
chr4	455200	456583	YDR004W	headon10000	headon	10000
chr4	456835	458103	YDR005C	codirectional10000	codirectional	10000
chr4	458541	461247	YDR006C	codirectional10000	codirectional	10000
chr4	461841	462516	YDR007W	headon10000	headon	10000
chr4	463433	464996	YDR009W	codirectional10000	codirectional	10000
chr4	465050	465383	YDR010C	headon10000	headon	10000
chr4	465918	470424	YDR011W	codirectional10000	codirectional	10000
chr4	471852	472941	YDR012W	codirectional10000	codirectional	10000
chr4	474045	475989	YDR014W	headon10000	headon	10000
chr4	477796	478285	YDR014W-A	headon10000	headon	10000
chr4	477959	478199	YDR015C	codirectional10000	codirectional	10000
chr4	478473	478758	YDR016C	codirectional10000	codirectional	10000
chr4	479114	482267	YDR017C	codirectional10000	codirectional	10000
chr4	482669	483860	YDR018C	codirectional10000	codirectional	10000
chr4	484162	485365	YDR019C	headon10000	headon	10000
chr4	485745	486444	YDR020C	headon10000	headon	10000
chr4	486803	488003	YDR021W	codirectional10000	codirectional	10000
chr4	488071	488662	YDR022C	headon10000	headon	10000
chr4	489507	490896	YDR023W	codirectional10000	codirectional	10000
chr4	491016	491502	YDR024W	codirectional10000	codirectional	10000
chr4	491514	492324	YDR025W	codirectional10000	codirectional	10000
chr4	492555	494268	YDR026C	headon10000	headon	10000
chr4	494648	497318	YDR027C	codirectional10000	codirectional	10000
chr4	497834	500879	YDR028C	codirectional10000	codirectional	10000
chr4	501099	501414	YDR029W	headon10000	headon	10000
chr4	501752	503273	YDR030C	codirectional10000	codirectional	10000
chr4	503497	503863	YDR031W	headon10000	headon	10000
chr4	504098	504695	YDR032C	codirectional10000	codirectional	10000
chr4	508146	509109	YDR033W	codirectional10000	codirectional	10000
chr4	509736	512109	YDR034C	headon10000	headon	10000
chr4	514042	519356	YDR034C-D	headon10000	headon	10000
chr4	546641	547628	YDR044W	headon10000	headon	10000
chr4	547977	548310	YDR045C	codirectional10000	codirectional	10000
chr4	548761	550576	YDR046C	codirectional10000	codirectional	10000
chr4	551859	552948	YDR047W	headon10000	headon	10000
chr4	553083	553398	YDR048C	codirectional10000	codirectional	10000
chr4	553253	555152	YDR049W	headon10000	headon	10000
chr4	555725	556472	YDR050C	headon10000	headon	10000
chr4	565926	567555	YDR057W	headon10000	headon	10000
chr4	567722	568703	YDR058C	headon10000	headon	10000
chr4	569233	569770	YDR059C	headon10000	headon	10000
chr4	570648	573726	YDR060W	codirectional10000	codirectional	10000
chr4	574163	575783	YDR061W	codirectional10000	codirectional	10000
chr4	576473	578159	YDR062W	codirectional10000	codirectional	10000
chr4	796192	802222	YDR170C	codirectional10000	codirectional	10000
chr4	803194	804517	YDR170W-A	headon10000	headon	10000
chr4	806620	807748	YDR171W	codirectional10000	codirectional	10000
chr4	808323	810381	YDR172W	codirectional10000	codirectional	10000
chr4	810564	811632	YDR173C	headon10000	headon	10000
chr4	812109	812850	YDR174W	codirectional10000	codirectional	10000
chr4	813192	814152	YDR175C	headon10000	headon	10000
chr4	814451	816560	YDR176W	codirectional10000	codirectional	10000
chr4	894088	894502	YDR215C	codirectional10000	codirectional	10000
chr4	895034	899006	YDR216W	headon10000	headon	10000
chr4	899550	903480	YDR217C	codirectional10000	codirectional	10000
chr4	924784	926146	YDR229W	codirectional10000	codirectional	10000
chr4	926222	926570	YDR230W	codirectional10000	codirectional	10000
chr4	926292	926910	YDR231C	headon10000	headon	10000
chr4	927451	929098	YDR232W	codirectional10000	codirectional	10000
chr4	929469	930357	YDR233C	headon10000	headon	10000
chr4	931128	933210	YDR234W	codirectional10000	codirectional	10000
chr5	100768	101251	YEL027W	codirectional10000	codirectional	10000
chr5	101942	102323	YEL026W	codirectional10000	codirectional	10000
chr5	102580	106147	YEL025C	headon10000	headon	10000
